timestamp_ms,ecg_mV,ppg_au,pcg_au,spo2_pct,temp_c
1711780800796,-0.0083,0.3789,0.0292,98.10,36.60
1711780800800,-0.0075,0.3811,0.0241,98.10,36.60
1711780800804,-0.0066,0.3835,0.0207,98.10,36.60
1711780800808,-0.0057,0.3862,0.0201,98.10,36.60
1711780800812,-0.0048,0.3890,0.0225,98.11,36.60
1711780800816,-0.0039,0.3921,0.0270,98.11,36.60
1711780800820,-0.0030,0.3954,0.0325,98.11,36.60
1711780800824,-0.0021,0.3989,0.0372,98.11,36.60
1711780800828,-0.0012,0.4026,0.0398,98.11,36.60
1711780800832,-0.0003,0.4065,0.0394,98.11,36.60
1711780800836,0.0006,0.4105,0.0363,98.11,36.60
1711780800840,0.0015,0.4148,0.0313,98.11,36.60
1711780800844,0.0024,0.4192,0.0259,98.11,36.60
1711780800848,0.0033,0.4238,0.0217,98.11,36.60
1711780800852,0.0042,0.4285,0.0200,98.11,36.60
1711780800856,0.0051,0.4334,0.0213,98.11,36.60
1711780800860,0.0060,0.4384,0.0252,98.11,36.60
1711780800864,0.0069,0.4435,0.0305,98.11,36.60
1711780800868,0.0078,0.4488,0.0357,98.11,36.60
1711780800872,0.0086,0.4542,0.0392,98.11,36.60
1711780800876,0.0095,0.4596,0.0399,98.11,36.60
1711780800880,0.0103,0.4652,0.0377,98.11,36.60
1711780800884,0.0112,0.4708,0.0332,98.11,36.60
1711780800888,0.0120,0.4766,0.0278,98.11,36.60
1711780800892,0.0128,0.4824,0.0230,98.12,36.60
1711780800896,0.0137,0.4882,0.0203,98.12,36.60
1711780800900,0.0145,0.4941,0.0205,98.12,36.60
1711780800904,0.0152,0.5001,0.0235,98.12,36.60
1711780800908,0.0160,0.5060,0.0285,98.12,36.60
1711780800912,0.0168,0.5120,0.0339,98.12,36.60
1711780800916,0.0175,0.5180,0.0382,98.12,36.60
1711780800920,0.0182,0.5240,0.0400,98.12,36.60
1711780800924,0.0189,0.5300,0.0388,98.12,36.60
1711780800928,0.0196,0.5360,0.0350,98.12,36.60
1711780800932,0.0203,0.5420,0.0297,98.12,36.60
1711780800936,0.0210,0.5480,0.0245,98.12,36.60
1711780800940,0.0216,0.5539,0.0210,98.12,36.60
1711780800944,0.0222,0.5597,0.0201,98.12,36.60
1711780800948,0.0228,0.5656,0.0221,98.12,36.60
1711780800952,0.0234,0.5713,0.0266,98.12,36.60
1711780800956,0.0240,0.5770,0.0320,98.12,36.60
1711780800960,0.0245,0.5827,0.0368,98.12,36.60
1711780800964,0.0250,0.5882,0.0397,98.12,36.60
1711780800968,0.0255,0.5937,0.0396,98.12,36.60
1711780800972,0.0260,0.5991,0.0367,98.13,36.60
1711780800976,0.0264,0.6044,0.0318,98.13,36.60
1711780800980,0.0268,0.6096,0.0263,98.13,36.60
1711780800984,0.0272,0.6147,0.0220,98.13,36.60
1711780800988,0.0276,0.6197,0.0200,98.13,36.60
1711780800992,0.0279,0.6246,0.0211,98.13,36.60
1711780800996,0.0282,0.6294,0.0247,98.13,36.61
1711780801000,0.0285,0.6341,0.0300,98.13,36.61
1711780801004,0.0288,0.6386,0.0353,98.13,36.61
1711780801008,0.0290,0.6431,0.0389,98.13,36.61
1711780801012,0.0293,0.6474,0.0400,98.13,36.61
1711780801016,0.0294,0.6516,0.0380,98.13,36.61
1711780801020,0.0296,0.6557,0.0337,98.13,36.61
1711780801024,0.0297,0.6596,0.0282,98.13,36.61
1711780801028,0.0298,0.6634,0.0233,98.13,36.61
1711780801032,0.0299,0.6671,0.0204,98.13,36.61
1711780801036,0.0300,0.6707,0.0203,98.13,36.61
1711780801040,0.0300,0.6741,0.0232,98.13,36.61
1711780801044,0.0298,0.6774,0.0280,98.13,36.61
1711780801048,0.0295,0.6806,0.0334,98.13,36.61
1711780801052,0.0287,0.6837,0.0379,98.14,36.61
1711780801056,0.0270,0.6866,0.0399,98.14,36.61
1711780801060,0.0235,0.6894,0.0391,98.14,36.61
1711780801064,0.0172,0.6921,0.0355,98.14,36.61
1711780801068,0.0070,0.6947,0.0304,98.14,36.61
1711780801072,-0.0076,0.6972,0.0254,98.14,36.61
1711780801076,-0.0256,0.6995,0.0225,98.14,36.61
1711780801080,-0.0447,0.7018,0.0236,98.14,36.61
1711780801084,-0.0609,0.7039,0.0304,98.14,36.61
1711780801088,-0.0697,0.7059,0.0442,98.14,36.61
1711780801092,-0.0664,0.7078,0.0653,98.14,36.61
1711780801096,-0.0427,0.7097,0.0923,98.14,36.61
1711780801100,0.0190,0.7114,0.1207,98.14,36.61
1711780801104,0.1496,0.7130,0.1440,98.14,36.61
1711780801108,0.3758,0.7145,0.1552,98.14,36.61
1711780801112,0.6767,0.7160,0.1504,98.14,36.61
1711780801116,0.9526,0.7173,0.1310,98.14,36.61
1711780801120,1.0687,0.7186,0.1035,98.14,36.61
1711780801124,0.9612,0.7198,0.0759,98.14,36.61
1711780801128,0.6959,0.7209,0.0547,98.14,36.61
1711780801132,0.4091,0.7219,0.0424,98.14,36.61
1711780801136,0.2000,0.7229,0.0381,98.15,36.61
1711780801140,0.0874,0.7238,0.0384,98.15,36.61
1711780801144,0.0407,0.7246,0.0400,98.15,36.61
1711780801148,0.0254,0.7254,0.0404,98.15,36.61
1711780801152,0.0211,0.7261,0.0384,98.15,36.61
1711780801156,0.0197,0.7267,0.0342,98.15,36.61
1711780801160,0.0188,0.7273,0.0288,98.15,36.61
1711780801164,0.0181,0.7278,0.0237,98.15,36.61
1711780801168,0.0174,0.7282,0.0206,98.15,36.61
1711780801172,0.0166,0.7286,0.0202,98.15,36.61
1711780801176,0.0159,0.7290,0.0228,98.15,36.61
1711780801180,0.0151,0.7293,0.0275,98.15,36.61
1711780801184,0.0143,0.7295,0.0330,98.15,36.61
1711780801188,0.0135,0.7297,0.0375,98.15,36.61
1711780801192,0.0127,0.7299,0.0399,98.15,36.61
1711780801196,0.0119,0.7300,0.0393,98.15,36.61
1711780801200,0.0111,0.7300,0.0359,98.15,36.61
1711780801204,0.0102,0.7300,0.0308,98.15,36.61
1711780801208,0.0094,0.7300,0.0254,98.15,36.61
1711780801212,0.0085,0.7299,0.0214,98.15,36.61
1711780801216,0.0077,0.7297,0.0200,98.15,36.61
1711780801220,0.0070,0.7295,0.0216,98.16,36.61
1711780801224,0.0063,0.7292,0.0256,98.16,36.61
1711780801228,0.0057,0.7289,0.0310,98.16,36.61
1711780801232,0.0053,0.7285,0.0361,98.16,36.61
1711780801236,0.0052,0.7281,0.0393,98.16,36.61
1711780801240,0.0056,0.7276,0.0398,98.16,36.61
1711780801244,0.0065,0.7270,0.0374,98.16,36.61
1711780801248,0.0083,0.7264,0.0327,98.16,36.61
1711780801252,0.0111,0.7257,0.0273,98.16,36.61
1711780801256,0.0153,0.7250,0.0226,98.16,36.61
1711780801260,0.0211,0.7241,0.0202,98.16,36.61
1711780801264,0.0288,0.7232,0.0207,98.16,36.61
1711780801268,0.0386,0.7222,0.0239,98.16,36.61
1711780801272,0.0504,0.7211,0.0290,98.16,36.61
1711780801276,0.0642,0.7200,0.0344,98.16,36.61
1711780801280,0.0796,0.7187,0.0384,98.16,36.61
1711780801284,0.0961,0.7174,0.0400,98.16,36.61
1711780801288,0.1128,0.7160,0.0386,98.16,36.61
1711780801292,0.1288,0.7145,0.0346,98.16,36.61
1711780801296,0.1432,0.7128,0.0292,98.16,36.61
1711780801300,0.1548,0.7111,0.0241,98.16,36.61
1711780801304,0.1629,0.7093,0.0207,98.17,36.61
1711780801308,0.1667,0.7074,0.0201,98.17,36.61
1711780801312,0.1659,0.7053,0.0225,98.17,36.61
1711780801316,0.1605,0.7031,0.0270,98.17,36.61
1711780801320,0.1508,0.7009,0.0325,98.17,36.61
1711780801324,0.1375,0.6985,0.0372,98.17,36.61
1711780801328,0.1215,0.6960,0.0398,98.17,36.61
1711780801332,0.1039,0.6933,0.0395,98.17,36.61
1711780801336,0.0855,0.6906,0.0363,98.17,36.61
1711780801340,0.0675,0.6877,0.0314,98.17,36.61
1711780801344,0.0505,0.6847,0.0264,98.17,36.61
1711780801348,0.0352,0.6815,0.0229,98.17,36.61
1711780801352,0.0218,0.6783,0.0227,98.17,36.61
1711780801356,0.0105,0.6749,0.0269,98.17,36.61
1711780801360,0.0013,0.6714,0.0357,98.17,36.61
1711780801364,-0.0061,0.6677,0.0490,98.17,36.61
1711780801368,-0.0118,0.6639,0.0655,98.17,36.61
1711780801372,-0.0161,0.6600,0.0836,98.17,36.61
1711780801376,-0.0193,0.6559,0.1012,98.17,36.61
1711780801380,-0.0216,0.6518,0.1156,98.17,36.61
1711780801384,-0.0234,0.6475,0.1246,98.17,36.61
1711780801388,-0.0246,0.6430,0.1268,98.17,36.61
1711780801392,-0.0256,0.6385,0.1220,98.18,36.61
1711780801396,-0.0263,0.6338,0.1117,98.18,36.61
1711780801400,-0.0269,0.6290,0.0984,98.18,36.61
1711780801404,-0.0274,0.6241,0.0848,98.18,36.61
1711780801408,-0.0278,0.6191,0.0730,98.18,36.61
1711780801412,-0.0282,0.6140,0.0637,98.18,36.61
1711780801416,-0.0285,0.6088,0.0566,98.18,36.61
1711780801420,-0.0287,0.6034,0.0505,98.18,36.61
1711780801424,-0.0290,0.5980,0.0444,98.18,36.61
1711780801428,-0.0292,0.5925,0.0377,98.18,36.61
1711780801432,-0.0294,0.5869,0.0310,98.18,36.61
1711780801436,-0.0296,0.5812,0.0250,98.18,36.61
1711780801440,-0.0297,0.5755,0.0211,98.18,36.61
1711780801444,-0.0298,0.5697,0.0201,98.18,36.61
1711780801448,-0.0299,0.5638,0.0222,98.18,36.61
1711780801452,-0.0300,0.5579,0.0266,98.18,36.61
1711780801456,-0.0300,0.5519,0.0320,98.18,36.61
1711780801460,-0.0300,0.5459,0.0368,98.18,36.61
1711780801464,-0.0300,0.5399,0.0397,98.18,36.61
1711780801468,-0.0299,0.5338,0.0396,98.18,36.61
1711780801472,-0.0298,0.5278,0.0367,98.18,36.61
1711780801476,-0.0297,0.5217,0.0318,98.18,36.61
1711780801480,-0.0296,0.5156,0.0263,98.19,36.61
1711780801484,-0.0294,0.5096,0.0220,98.19,36.61
1711780801488,-0.0293,0.5035,0.0200,98.19,36.61
1711780801492,-0.0290,0.4975,0.0211,98.19,36.61
1711780801496,-0.0288,0.4915,0.0247,98.19,36.61
1711780801500,-0.0285,0.4856,0.0300,98.19,36.61
1711780801504,-0.0282,0.4797,0.0353,98.19,36.61
1711780801508,-0.0279,0.4739,0.0389,98.19,36.61
1711780801512,-0.0276,0.4682,0.0400,98.19,36.61
1711780801516,-0.0272,0.4625,0.0380,98.19,36.61
1711780801520,-0.0268,0.4570,0.0337,98.19,36.61
1711780801524,-0.0264,0.4515,0.0282,98.19,36.61
1711780801528,-0.0260,0.4462,0.0233,98.19,36.61
1711780801532,-0.0255,0.4409,0.0204,98.19,36.61
1711780801536,-0.0250,0.4358,0.0203,98.19,36.61
1711780801540,-0.0245,0.4309,0.0232,98.19,36.61
1711780801544,-0.0240,0.4260,0.0280,98.19,36.61
1711780801548,-0.0234,0.4214,0.0334,98.19,36.61
1711780801552,-0.0228,0.4169,0.0379,98.19,36.61
1711780801556,-0.0222,0.4125,0.0399,98.19,36.61
1711780801560,-0.0216,0.4084,0.0390,98.19,36.61
1711780801564,-0.0210,0.4044,0.0355,98.19,36.61
1711780801568,-0.0203,0.4006,0.0303,98.20,36.61
1711780801572,-0.0196,0.3970,0.0250,98.20,36.61
1711780801576,-0.0189,0.3936,0.0212,98.20,36.61
1711780801580,-0.0182,0.3904,0.0200,98.20,36.61
1711780801584,-0.0175,0.3874,0.0218,98.20,36.61
1711780801588,-0.0168,0.3847,0.0261,98.20,36.61
1711780801592,-0.0160,0.3821,0.0315,98.20,36.61
1711780801596,-0.0152,0.3798,0.0365,98.20,36.61
1711780801600,-0.0145,0.3778,0.0395,98.20,36.61
1711780801604,-0.0137,0.3760,0.0397,98.20,36.61
1711780801608,-0.0128,0.3744,0.0370,98.20,36.61
1711780801612,-0.0120,0.3730,0.0322,98.20,36.61
1711780801616,-0.0112,0.3719,0.0268,98.20,36.61
1711780801620,-0.0103,0.3711,0.0223,98.20,36.61
1711780801624,-0.0095,0.3705,0.0201,98.20,36.61
1711780801628,-0.0086,0.3701,0.0208,98.20,36.61
1711780801632,-0.0078,0.3700,0.0243,98.20,36.61
1711780801636,-0.0069,0.3702,0.0295,98.20,36.61
1711780801640,-0.0060,0.3706,0.0348,98.20,36.61
1711780801644,-0.0051,0.3712,0.0387,98.20,36.61
1711780801648,-0.0042,0.3721,0.0400,98.20,36.61
1711780801652,-0.0033,0.3732,0.0383,98.20,36.61
1711780801656,-0.0024,0.3746,0.0341,98.20,36.61
1711780801660,-0.0015,0.3763,0.0287,98.21,36.61
1711780801664,-0.0006,0.3781,0.0237,98.21,36.61
1711780801668,0.0003,0.3802,0.0206,98.21,36.61
1711780801672,0.0012,0.3825,0.0202,98.21,36.61
1711780801676,0.0021,0.3851,0.0228,98.21,36.61
1711780801680,0.0030,0.3879,0.0275,98.21,36.61
1711780801684,0.0039,0.3909,0.0330,98.21,36.61
1711780801688,0.0048,0.3941,0.0375,98.21,36.61
1711780801692,0.0057,0.3975,0.0399,98.21,36.61
1711780801696,0.0066,0.4011,0.0393,98.21,36.61
1711780801700,0.0075,0.4049,0.0359,98.21,36.61
1711780801704,0.0083,0.4089,0.0308,98.21,36.61
1711780801708,0.0092,0.4131,0.0254,98.21,36.61
1711780801712,0.0101,0.4175,0.0214,98.21,36.61
1711780801716,0.0109,0.4220,0.0200,98.21,36.61
1711780801720,0.0117,0.4266,0.0216,98.21,36.61
1711780801724,0.0126,0.4315,0.0256,98.21,36.61
1711780801728,0.0134,0.4364,0.0310,98.21,36.61
1711780801732,0.0142,0.4415,0.0361,98.21,36.61
1711780801736,0.0150,0.4467,0.0393,98.21,36.61
1711780801740,0.0158,0.4520,0.0398,98.21,36.61
1711780801744,0.0165,0.4575,0.0374,98.21,36.61
1711780801748,0.0173,0.4630,0.0327,98.21,36.61
1711780801752,0.0180,0.4686,0.0273,98.21,36.61
1711780801756,0.0187,0.4743,0.0226,98.22,36.61
1711780801760,0.0194,0.4801,0.0202,98.22,36.61
1711780801764,0.0201,0.4859,0.0207,98.22,36.61
1711780801768,0.0208,0.4918,0.0239,98.22,36.61
1711780801772,0.0214,0.4977,0.0290,98.22,36.61
1711780801776,0.0220,0.5037,0.0344,98.22,36.61
1711780801780,0.0226,0.5097,0.0384,98.22,36.61
1711780801784,0.0232,0.5157,0.0400,98.22,36.61
1711780801788,0.0238,0.5217,0.0386,98.22,36.61
1711780801792,0.0243,0.5277,0.0346,98.22,36.61
1711780801796,0.0248,0.5337,0.0292,98.22,36.61
1711780801800,0.0253,0.5397,0.0241,98.22,36.61
1711780801804,0.0258,0.5456,0.0207,98.22,36.61
1711780801808,0.0263,0.5516,0.0201,98.22,36.61
1711780801812,0.0267,0.5575,0.0225,98.22,36.61
1711780801816,0.0271,0.5633,0.0270,98.22,36.61
1711780801820,0.0275,0.5691,0.0325,98.22,36.61
1711780801824,0.0278,0.5748,0.0372,98.22,36.61
1711780801828,0.0281,0.5805,0.0398,98.22,36.61
1711780801832,0.0284,0.5861,0.0394,98.22,36.61
1711780801836,0.0287,0.5916,0.0363,98.22,36.61
1711780801840,0.0290,0.5970,0.0313,98.22,36.61
1711780801844,0.0292,0.6024,0.0259,98.22,36.61
1711780801848,0.0294,0.6076,0.0217,98.22,36.61
1711780801852,0.0296,0.6127,0.0200,98.22,36.61
1711780801856,0.0297,0.6178,0.0213,98.23,36.61
1711780801860,0.0298,0.6227,0.0252,98.23,36.61
1711780801864,0.0299,0.6276,0.0305,98.23,36.61
1711780801868,0.0300,0.6323,0.0357,98.23,36.61
1711780801872,0.0300,0.6369,0.0392,98.23,36.61
1711780801876,0.0300,0.6414,0.0399,98.23,36.61
1711780801880,0.0300,0.6457,0.0377,98.23,36.61
1711780801884,0.0299,0.6500,0.0332,98.23,36.61
1711780801888,0.0299,0.6541,0.0278,98.23,36.61
